wfName,taskName,nodeName,rank
nfcore/methylseq:1.6.1,bismark_align,m5zn.2xlarge,2.8093713459644274
nfcore/methylseq:1.6.1,bismark_align,m5zn.xlarge,4.017470198347201
nfcore/methylseq:1.6.1,bismark_align,m5zn.large,3.927844980367448
nfcore/methylseq:1.6.1,bismark_align,z1d.2xlarge,5.857736571112957
nfcore/methylseq:1.6.1,bismark_align,c5.2xlarge,4.399780809408014
nfcore/methylseq:1.6.1,bismark_align,z1d.xlarge,6.347689826514084
nfcore/methylseq:1.6.1,bismark_align,c5.xlarge,8.014834929691396
nfcore/methylseq:1.6.1,bismark_align,z1d.large,5.895524015585851
nfcore/methylseq:1.6.1,bismark_align,c5a.2xlarge,6.643657378644855
nfcore/methylseq:1.6.1,bismark_align,c5a.xlarge,6.511345990687122
nfcore/methylseq:1.6.1,bismark_align,d3.2xlarge,13.93448304734688
nfcore/methylseq:1.6.1,bismark_align,m5.2xlarge,15.007146933720422
nfcore/methylseq:1.6.1,bismark_align,r5.2xlarge,13.888901905023417
nfcore/methylseq:1.6.1,bismark_align,d3.xlarge,12.247810892224116
nfcore/methylseq:1.6.1,bismark_align,m5.xlarge,15.009237224378808
nfcore/methylseq:1.6.1,bismark_align,r5.xlarge,14.68941365751439
nfcore/methylseq:1.6.1,bismark_align,r5.large,13.77424002909628
nfcore/methylseq:1.6.1,bismark_align,m5.large,14.41937640297497
nfcore/methylseq:1.6.1,bismark_align,i3.2xlarge,23.098565298651586
nfcore/methylseq:1.6.1,bismark_align,m5a.2xlarge,22.079966224477708
nfcore/methylseq:1.6.1,bismark_align,r5a.2xlarge,24.077874826898842
nfcore/methylseq:1.6.1,bismark_align,m5a.large,21.248322214943425
nfcore/methylseq:1.6.1,bismark_align,r5a.large,21.034049851755615
nfcore/methylseq:1.6.1,bismark_align,m5a.xlarge,22.08340189622055
nfcore/methylseq:1.6.1,bismark_align,r5a.xlarge,22.72190797020768
nfcore/methylseq:1.6.1,bismark_align,i3.xlarge,25.699737059877407
nfcore/methylseq:1.6.1,bismark_align,i3.large,23.677749613509206
